Título,Colecciones,Descripción,Estado audiovisual,Fecha,ID,Localidad,Lugar específico,Miniatura,País,Provincia,Slogan,URL,Verificado,Video,Videoxxx
"Videoconferencia con los presidentes de Brasil y Uruguay, y el primer ministro de China",Visitas de mandatarios extranjeros,,🎥 Video disponible,25/06/2012,CFK-20120625-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120625-01.mp4""",
"Teleconferencia con gobernadores de Chaco, Formosa y Córdoba",,,🔍 Buscar video,03/03/2010,CFK-20100303-01,San Pedro,,,Argentina,Misiones,,,No,,
Declaraciones en Tecnópolis,Conferencias de prensa y entrevistas,,🎥 Video disponible,27/08/2012,CFK-20120827-01,Vicente López,Tecnópolis,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120827-01.mp4""",
Día de la Industria,Día de la industria,,🎥 Video disponible,03/09/2012,CFK-20120903-01,Vicente López,Tecnópolis,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120903-01.mp4""",
"Llamado a licitación para el sistema de presas hidroeléctricas Néstor Kirchner y Jorge Cepernic ",,,🎥 Video disponible,21/08/2012,CFK-20120822-02,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130121-02.mp4""",
Cena en honor a los jefes de estado de la Cumbre del Mercosur,MERCOSUR,,🎥 Video disponible,28/06/2012,CFK-20120628-01,Godoy Cruz,,,Argentina,Mendoza,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120628-01.mp4""",
Firma de ampliación de fondo de desendeudamiento para provincias,,,🎥 Video disponible,28/12/2011,CFK-20111228-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111228-01.mp4""",
Entrega de viviendas en General Rodríguez,,,🎥 Video disponible,15/11/2012,CFK-20121115-01,General Rodríguez,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121115-01.mp4""",
Almuerzo en el Council de las Américas,Consejo de las Américas,,🔍 Buscar video,15/06/2012,CFK-20120615-01,Nueva York,Consejo de las Américas,,Estados Unidos,,,,No,,
Acto con beneficiarios del Programa BEC.AR,,,🎥 Video disponible,26/07/2012,CFK-20120726-01,,Casa de Gobierno - Salón de los Científicos,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120726-01.mp4""",
179º aniversario del izamiento de la bandera argentina en Malvinas,Malvinas,,🎥 Video disponible,24/08/2012,CFK-20120824-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,https://goo.su/wacu,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120824-01.mp4""",https://goo.su/wacu
67° Asamblea de la Organización de las Naciones Unidas,,,🎥 Video disponible,25/09/2012,CFK-20120925-01,Nueva York,Sede de las Naciones Unidas,,Estados Unidos,,,https://goo.su/11agzj,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120925-01.mp4""",https://goo.su/11agzj
Consejo del salario,,,🎥 Video disponible,29/08/2012,CFK-20120829-01,,Ministerio de Trabajo,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120829-01.mp4""",
Homenaje a Envar El Kadri,Homenajes y conmemoraciones,,🎥 Video disponible,21/08/2012,CFK-20120821-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120821-01.mp4""",
"Visita al recinto ferial de productos argentinos, en Luanda, República de Angola",Viajes al exterior,,🔍 Buscar video,18/05/2012,CFK-20120518-05,Luanda,,,Angola,,,,No,,
"83 aniversario de la inauguración de la Superusina Puerto Nuevo ",,,🎥 Video disponible,05/07/2012,CFK-20120705-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120705-01.mp4""",
Inauguración de la empresa IMPBA en Brasil,,,🔍 Buscar video,06/09/2008,CFK-20080906-01,Recife,,,Brasil,,,,No,,
Inauguración de un complejo educativo bilingüe en Chaco,,,🎥 Video disponible,07/08/2012,CFK-20120807-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120807-01.mp4""",
Inauguración de la planta industrial Sigdopack en Campana,,,🔍 Buscar video,17/04/2008,CFK-20080417-02,Campana,,,Argentina,Buenos Aires,,,No,,
"Anuncios laborales, de industria y comercio",,,🎥 Video disponible,19/09/2012,CFK-20120919-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120919-01.mp4""",
"Acto de reivindicación del caudillo Felipe Varela ",Homenajes y conmemoraciones,,🎥 Video disponible,04/06/2012,CFK-20120604-01,San Fernando del Valle de Catamarca,,,Argentina,Catamarca,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120604-01.mp4""",
Saludo a los atletas que compitieron en los Juegos Paralímpicos 2012,Deporte,,🎥 Video disponible,21/09/2012,CFK-20120921-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120921-01.mp4""",
Acuerdo energético con Venezuela,Viajes al exterior,,🎥 Video disponible,31/07/2012,CFK-20120731-02,Brasilia,,,Brasil,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120731-02.mp4""",
Lanzamiento del Polo Audiovisual Isla Demarchi,,,🎥 Video disponible,29/08/2012,CFK-20120829-02,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120829-02.mp4""",
Presentación de la segunda etapa del Plan Nacer,,,🎥 Video disponible,06/08/2012,CFK-20120806-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120806-01.mp4""",
Almuerzo ofrecido por el presidente de la República Federativa de Brasil,Viajes al exterior,,🔍 Buscar video,08/09/2008,CFK-20080908-08,Brasilia,,,Brasil,,,,No,,
Cena ofrecida en su honor por el Presidente de Indonesia,Viajes al exterior,,🎥 Video disponible,17/01/2013,CFK-20130117-01,Yakarta,,,Indonesia,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130117-01.mp4""",
"Conferencia Anual de la Unión Industrial Argentina ",,,🔍 Buscar video,28/11/2012,CFK-20121128-01,Campana,,,Argentina,Buenos Aires,,,No,,
Arribo a Chile,Viajes al exterior,,🎥 Video disponible,26/01/2013,CFK-20130126-01,Santiago,,,Chile,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130126-01.mp4""",
Inauguración de la Cátedra Argentina en la Universidad de Georgetown,Conferencias y disertaciones,,🎥 Video disponible,26/09/2012,CFK-20120926-01,Washington,Universidad de Georgetown,,Estados Unidos,,,,No,,
"Anuncios del programa PRO.CRE.AR. Bicentenario ",,,🎥 Video disponible,21/03/2013,CFK-20130321-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130321-01.mp4""",
"Inauguración del Aeropuerto Internacional de Termas de Río Hondo ",,,🎥 Video disponible,24/07/2012,CFK-20120724-02,Termas de Río Hondo,,,Argentina,Santiago del Estero,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120724-02.mp4""",
Inauguración de la Terminal B del Aeropuerto de Ezeiza,,,🎥 Video disponible,26/03/2013,CFK-20130326-01,Ezeiza,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130326-01.mp4""",
Presentación de autobombas para el Plan Nacional del Manejo del Fuego y firma de adjudicación de licitación para la fabricación de 600.000 netbooks del Plan Conectar Igualdad,,,🎥 Video disponible,27/12/2012,CFK-20121227-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121227-01.mp4""",
Ceremonia de egreso de oficiales de las Fuerzas Armadas,Fuerzas Armadas,,🎥 Video disponible,17/12/2012,CFK-20121217-01,El Palomar,Colegio Militar de la Nación,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121217-01.mp4""",
Clausura de la Convención anual de la Cámara Argentina de la Construcción,,,🎥 Video disponible,19/11/2012,CFK-20121119-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121119-01.mp4""",
Lanzamiento de nueva línea de producción de tractores y cosechadoras John Deere,,,🎥 Video disponible,14/08/2012,CFK-20120814-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120814-01.mp4""",
Inauguración de la planta del Laboratorio Sinergium Biotech,,,🎥 Video disponible,12/12/2012,CFK-20121212-01,Escobar,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121212-01.mp4""",
Cumbre del Mercosur en Brasilia,MERCOSUR,,🎥 Video disponible,07/12/2012,CFK-20121207-02,Brasilia,,,Brasil,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121207-02.mp4""",
Ofrenda de la bandera del Operativo Cóndor en Itatí,Malvinas,,🎥 Video disponible,18/10/2012,CFK-20121018-01,Itatí,,,Argentina,Corrientes,,https://goo.su/2YlGzd,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121018-01.mp4""",https://goo.su/2YlGzd
Inauguración de la planta de Hidrotratamiento de Gasoil de YPF,YPF,,🎥 Video disponible,09/08/2012,CFK-20120809-01,Ensenada,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120809-01.mp4""",
Anuncios en políticas sociales,,,🎥 Video disponible,13/03/2013,CFK-20130313-01,Vicente López,Tecnópolis,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130313-01.mp4""",
"Acto por obras ambientales ",,,🎥 Video disponible,06/09/2012,CFK-20120906-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120906-01.mp4""",
Inauguración de Centro de Formación y Entrenamiento de Pilotos,Aerolíneas Argentinas,,🎥 Video disponible,26/03/2013,CFK-20130326-02,Ezeiza,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130326-02.mp4""",
Lanzamiento del Plan de formación continua Emplear-Tec,,,🎥 Video disponible,15/10/2012,CFK-20121015-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121015-01.mp4""",
"Almuerzo en honor al presidente de Perú, Ollanta Humala",Visitas de mandatarios extranjeros,,🎥 Video disponible,27/11/2012,CFK-20121127-01,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121127-01.mp4""",
"Visita a la localidad de Las Heras, Santa Cruz",,,🔍 Buscar video,29/04/2013,CFK-20130429-01,Las Heras,,,Argentina,Santa Cruz,,,No,,
"Recibimiento a los pilotos argentinos que participaron en el Rally Dakar 2012 ",Deporte,,🎥 Video disponible,14/03/2012,CFK-20120314-01,,Casa de Gobierno - Galería de Bustos Presidenciales,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120314-01.mp4""",
"Entrega del botiquín número 1.500.000, en el marco del Programa “Remediar más Redes”",,,🔍 Buscar video,14/11/2012,CFK-20121114-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Recepción de la Fragata Libertad,,,🎥 Video disponible,09/01/2013,CFK-20130109-01,Mar del Plata,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130109-01.mp4""",
Plan para la democratización de la Justicia,,,🔍 Buscar video,09/04/2013,CFK-20130409-01,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,,
"Inauguración del Centro Cultural “Amigo Néstor”, en el municipio de Ezeiza ",,,🎥 Video disponible,08/11/2012,CFK-20121108-01,Ezeiza,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121108-01.mp4""",
"Aniversario de la Democracia y Día de los Derechos Humanos ",Día de los Derechos Humanos,,🎥 Video disponible,09/12/2012,CFK-20121209-01,,Plaza de Mayo,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121209-01.mp4""",
"Carta de la Sra. Presidenta, leída por el Canciller en el acto de reconocimiento a la política de derechos humanos del Presidente Néstor Kirchner por parte de la Universidad de Padua",,,🔍 Buscar video,20/04/2012,CFK-20120420-02,Padua,,,Italia,,,,No,,
"Cumbre Mundial de Energía en Abu Dhabi ",Viajes al exterior,,🎥 Video disponible,15/01/2013,CFK-20130115-01,,,,Emiratos Árabes Unidos,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130115-01.mp4""",
Mensaje al país por cadena nacional con motivo del envío del Memorandum entre Argentina e Irán al Parlamento Nacional,Cadena Nacional,,🔍 Buscar video,08/02/2013,CFK-20130208-01,,Casa de Gobierno - Despacho presidencial,,Argentina,Capital Federal,,,No,,
Lanzamiento del nuevo Centro de Comando y Control de Servicios de Emergencia 911,,,🎥 Video disponible,03/12/2012,CFK-20121203-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121203-01.mp4""",
Arribo al Aeropuerto de San Julián,Conferencias de prensa y entrevistas,,🔍 Buscar video,29/03/2012,CFK-20120329-03,San Julián,,,Argentina,Santa Cruz,,,No,,
"Visita de la Presidenta de la República Federativa de Brasil, Dilma Rousseff ",Visitas de mandatarios extranjeros,,🎥 Video disponible,25/04/2013,CFK-20130425-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130425-01.mp4""",
"Visita a la planta de la empresa Unilever, en Tortuguitas",,,🔍 Buscar video,24/04/2013,CFK-20130424-01,Malvinas Argentinas,,,Argentina,Buenos Aires,,,No,,
Entrega de aportes no reintegrables a Parques Industriales,,,🎥 Video disponible,18/12/2012,CFK-20121218-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121218-01.mp4""",
Declaraciones al término de la reunión con su par de Vietnam,Conferencias de prensa y entrevistas,,🎥 Video disponible,21/01/2013,CFK-20130121-02,Hanoi,,,Vietnam,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130121-02.mp4""",
Declaraciones a la prensa en Venezuela,Conferencias de prensa y entrevistas,,🔍 Buscar video,07/03/2013,CFK-20130307-01,Caracas,,,Venezuela,,,,No,,
Firma de acuerdos con el Presidente de Indonesia,Viajes al exterior,,🎥 Video disponible,17/01/2013,CFK-20130117-02,Yakarta,,,Indonesia,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130117-02.mp4""",
"Cumbre del Mercosur en Brasilia, República Federativa de Brasil ",MERCOSUR,,🎥 Video disponible,07/12/2012,CFK-20121207-01,Brasilia,,,Brasil,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121207-01.mp4""",
Entrega de aportes en el marco del programa integral de residuos sólidos,,,🔍 Buscar video,17/04/2013,CFK-20130417-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Palabras durante el almuerzo con el Presidente de Vietnam,Viajes al exterior,,🎥 Video disponible,21/01/2013,CFK-20130121-01,Hanoi,,,Vietnam,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130121-01.mp4""",
"Inauguración del Centro Cultural de la Municipalidad de El Calafate, Santa Cruz ",,,🔍 Buscar video,16/11/2012,CFK-20121116-01,El Calafate,,,Argentina,Santa Cruz,,,No,,
Anuncio de nuevas medidas de gobierno,,,🎥 Video disponible,12/09/2012,CFK-20120912-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120912-01.mp4""",
Presentación del Plan Nacional Estratégico de Seguros,,,🎥 Video disponible,22/10/2012,CFK-20121022-01,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121022-01.mp4""",
Cumbre del Mercosur en Brasilia,MERCOSUR,,🎥 Video disponible,31/07/2012,CFK-20120731-01,Brasilia,,,Brasil,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120731-01.mp4""",
Primera Cumbre CELAC- UE en Santiago de Chile Palabras a la prensa,Cumbre CELAC - UE,,🎥 Video disponible,27/01/2013,CFK-20130127-01,Santiago,,,Chile,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130127-01.mp4""",
"Programa de Crédito Argentino para la vivienda única familiar ",,,🎥 Video disponible,20/09/2012,CFK-20120920-01,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120920-01.mp4""",
"Declaraciones a los medios ofrecida en el Hotel Intercontinental, Mendoza",Conferencias de prensa y entrevistas,,🔍 Buscar video,29/06/2012,CFK-20120629-03,Guaymallén,,,Argentina,Mendoza,,,No,,
"Audiencia con el papa Francisco en el Vaticano ",,,🎥 Video disponible,18/03/2013,CFK-20130318-01,,Casa Santa Marta,,Ciudad del Vaticano,,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130318-01.mp4""",
"Juramento de fidelidad a la Nación, de los egresados del ISEN",,,🔍 Buscar video,23/04/2013,CFK-20130423-02,,Casa de Gobierno - Salón de los Patriotas Latinoamericanos,,Argentina,Capital Federal,,,No,,
Visita a Zárate,,,🔍 Buscar video,19/04/2008,CFK-20080419-01,Zárate,,,Argentina,Buenos Aires,,,No,,
Declaraciones a la prensa con motivo del golpe en Paraguay,Conferencias de prensa y entrevistas,,🎥 Video disponible,22/06/2012,CFK-20120622-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20120622-01.mp4""",
Recorrida por la zona afectada por la inundación en La Plata,,,🎥 Video disponible,03/04/2013,CFK-20130403-01,La Plata,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130403-01.mp4""",
Visita al centro de acopio de ropa donada para damnificados por el temporal,,,🔍 Buscar video,23/04/2013,CFK-20130423-01,La Plata,,,Argentina,Buenos Aires,,,No,,
Lanzamiento del Plan Argentina Innovadora 2020,,,🎥 Video disponible,12/03/2013,CFK-20130312-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130312-01.mp4""",
"Entrega de aportes para escuelas técnicas ",,,🔍 Buscar video,18/04/2013,CFK-20130418-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Anuncio de nuevas obras,,,🎥 Video disponible,04/02/2013,CFK-20130204-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130204-01.mp4""",
"Inauguración de la exposición Pesebres de San Pedro en Argentina ",,,🎥 Video disponible,10/12/2012,CFK-20121210-01,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2012\CFK-20121210-01.mp4""",
Día del veterano y de los caídos en la guerra de Malvinas,Malvinas,,🎥 Video disponible,02/04/2013,CFK-20130402-01,Puerto Madryn,,,Argentina,Chubut,,https://goo.su/4v0iB,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130402-01.mp4""",https://goo.su/4v0iB
Anuncios para el sector ferroviario y obras educativas,,,🎥 Video disponible,10/01/2013,CFK-20130110-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130110-01.mp4""",
"Presentación del Plan Nacional de Educación Obligatoria y Formación Docente 2012–2016 ",,,🎥 Video disponible,05/02/2013,CFK-20130205-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2013\CFK-20130205-01.mp4""",
